Source,Target,Weight
Shangri-La,Admiralty,2
Gul Basin,Kembangan,2
Mandai East,Seletar Hills,9
Punggol Town Centre,International Business Park,1
Kallang Way,Ang Mo Kio Town Centre,15
Anson,Raffles Place,33
Marina Centre,Holland Road,22
Liu Fang,Marina Centre,4
Boat Quay,Yio Chu Kang North,1
Bukit Merah,Jurong River,8
Aljunied,Sungei Road,6
Senoko North,Mount Pleasant,2
Swiss Club,Hong Kah,20
Boon Teck,Sembawang Central,8
Jelebu,Tuas Promenade,10
Jurong Gateway,Phillip,5
Lim Chu Kang,Senoko North,23
Queensway,Pasir Ris Park,2
Joo Seng,City Terminals,12
Bukit Batok Central,Somerset,16
Toa Payoh West,Tai Seng,12
Margaret Drive,Crawford,13
Singapore Polytechnic,Lim Chu Kang,4
Boon Keng,Jurong Port,1
Yishun East,Selegie,2
Fort Canning,Chin Bee,2
Henderson Hill,Istana Negara,2
Hougang Central,Mandai West,1
Pasir Ris Wafer Fab Park,Commonwealth,1
Mandai East,Boat Quay,4
Hong Kah North,Kampong Tiong Bahru,5
Bendemeer,Hougang East,22
Western Water Catchment,Fernvale,26
Peng Siang,Yio Chu Kang North,5
Tampines North,Bukit Batok Central,5
Jurong West Central,Seletar Hills,5
City Terminals,Tuas Bay,10
Kranji,Tampines North,6
Dover,Swiss Club,13
Nee Soon,Cairnhill,13
Geylang East,Marina South,19
Woodleigh,Jurong River,4
Cecil,Yishun East,8
Kranji,Pasir Ris West,6
Bugis,Mount Pleasant,6
Teck Whye,Gul Basin,4
Henderson Hill,Robertson Quay,12
Kian Teck,Dairy Farm,1
Yio Chu Kang West,Phillip,5
Gul Basin,Lakeside,7
Boon Keng,Rivervale,24
Central Water Catchment,Northshore,3
Victoria,Toh Tuck,6
Senoko North,Yishun South,17
Dover,Leedon Park,20
Marina East (MP),Tanjong Rhu,9
Pasir Ris Central,Airport Road,4
Safti,Singapore Polytechnic,2
Phillip,Institution Hill,8
Senja,Pasir Ris Central,3
Paya Lebar West,Clementi Woods,1
Central Subzone,Clementi North,17
Changi Airport,Pandan,11
Kampong Java,Commonwealth,13
Teban Gardens,Tuas Bay,14
One Tree Hill,City Hall,9
Redhill,Serangoon North,5
Saujana,Kian Teck,12
Ulu Pandan,Tiong Bahru Station,8
Everton Park,Fajar,9
Nee Soon,Senoko West,11
Loyang West,Toa Payoh Central,10
Springleaf,Upper Thomson,21
Goodwood Park,Yunnan,2
China Square,Swiss Club,10
Istana Negara,Kebun Bahru,2
Alexandra Hill,Woodleigh,6
Pasir Ris Wafer Fab Park,Holland Drive,3
Hougang East,Central Water Catchment,11
Braddell,Alexandra North,2
Teban Gardens,Sunset Way,10
Hougang East,Seletar Aerospace Park,4
Faber,Kovan,2
Bayshore,Newton Circus,6
Reservoir View,Kallang Way,8
Sengkang Town Centre,Northshore,14
Toh Tuck,Kangkar,6
Safti,Toa Payoh West,1
People's Park,Hougang West,1
Fernvale,Clementi Central,7
Siglap,Tiong Bahru,2
Cecil,Clementi Woods,8
Clementi North,Marina Centre,21
Depot Road,Mount Pleasant,3
Boon Lay Place,Hougang Central,5
Pandan,Choa Chu Kang Central,16
Choa Chu Kang Central,Tampines North,6
Pasir Ris Wafer Fab Park,Tyersall,2
Bangkit,Leonie Hill,4
Kampong Bugis,Sembawang Central,2
Hougang East,Kampong Bugis,8
Bukit Ho Swee,Tiong Bahru Station,13
Jurong River,Kembangan,5
Saujana,Pioneer Sector,8
Lorong Ah Soo,Hillcrest,12
Samulun,Fajar,5
Lim Chu Kang,Toh Tuck,4
Paterson,Yio Chu Kang West,2
Yishun Central,Toa Payoh West,6
Tuas View,Cheng San,8
Hillcrest,Yishun South,7
Kampong Ubi,Paterson,3
Nature Reserve,Bedok South,3
Jurong River,Xilin,8
Tuas Promenade,Choa Chu Kang Central,18
Senoko South,Kent Ridge,4
Changi Point,East Coast,3
Kampong Bugis,Western Water Catchment,4
Choa Chu Kang North,Flora Drive,2
Potong Pasir,Khatib,18
Paya Lebar East,Pearl's Hill,5
Tengeh,Shangri-La,1
Pasir Ris Drive,Woodlands West,4
Xilin,Joo Koon,12
Pasir Ris West,Pearl's Hill,10
Marymount,East Coast,3
One Tree Hill,Depot Road,4
Everton Park,Hillview,13
Tukang,Loyang East,1
Pioneer Sector,Alexandra North,1
Shangri-La,Mei Chin,6
Bukit Merah,Gul Basin,5
National University of S'pore,Gul Circle,4
Victoria,Pandan,5
Yishun Central,Seletar,1
Toa Payoh West,Jurong Island and Bukom,2
City Terminals,Sunset Way,4
Jelebu,Pandan,13
Tyersall,Pasir Panjang 1,8
Lorong Ah Soo,Pandan,3
Serangoon North,Clementi Central,3
Sennett,Lorong Halus,4
Tai Seng,Clementi North,8
Bras Basah,Fajar,6
Sunset Way,Coronation Road,2
Hougang East,Midview,4
China Square,Leedon Park,10
Holland Drive,Cheng San,5
Geylang Bahru,Maxwell,1
Tuas View,Lim Chu Kang,4
Mackenzie,Kampong Tiong Bahru,2
Senoko South,Safti,5
Tagore,Turf Club,2
Bukit Batok West,Sembawang East,3
Bedok North,Saujana,6
Rivervale,Tiong Bahru Station,10
Mountbatten,Serangoon North Ind Estate,4
East Coast,Tampines North,3
Clementi Central,Marina South,7
Sembawang North,Gombak,3
Holland Drive,Lim Chu Kang,2
Leedon Park,Seletar Hills,1
Upper Paya Lebar,Boat Quay,5
Selegie,Bukit Batok East,2
Ang Mo Kio Town Centre,Nee Soon,10
Senja,Paterson,1
Tiong Bahru,Kim Keat,3
Sembawang Hills,Dover,1
Springleaf,Bedok North,3
Istana Negara,Choa Chu Kang North,2
National University of S'pore,Paya Lebar West,2
Moulmein,Changi West,4
Depot Road,Yishun South,3
Kallang Bahru,Pang Sua,4
Institution Hill,Faber,1
Rochor Canal,Gombak,1
Gul Basin,Xilin,4
Monk's Hill,Kent Ridge,2
Reservoir View,Tanglin,1
Teban Gardens,Marina East,4
Hougang East,Margaret Drive,4
Sembawang Hills,Woodlands South,3
Khatib,Gul Circle,4
Penjuru Crescent,Swiss Club,2
Fajar,Sennett,1
Compassvale,Leonie Hill,2
Bangkit,Sengkang Town Centre,6
Kovan,Kim Keat,4
City Terminals,Marina East,3
Tuas Bay,Phillip,1
Selegie,Sembawang Springs,1
Marina Centre,Sembawang East,1
Newton Circus,Serangoon North,4
Istana Negara,Farrer Court,1
Tuas Promenade,Farrer Court,1
Singapore General Hospital,Loyang West,3
Coronation Road,Keat Hong,3
Toa Payoh West,Saujana,4
Paya Lebar North,Saujana,1
Sunset Way,Senoko West,2
Khatib,Pulau Punggol Timor,4
Springleaf,Rochor Canal,1
Pasir Ris Park,Lorong 8 Toa Payoh,1
Flora Drive,Loyang East,2
Compassvale,Telok Blangah Rise,1
Chinatown,Istana Negara,2
Anson,Paya Lebar North,1
Pulau Punggol Timor,Clementi Woods,1
Lorong Halus North,Geylang East,2
Mountbatten,Clementi Central,6
Bayfront Subzone,Tuas North,2
Wenya,Defu Industrial Park,2
Townsville,Pasir Ris Central,3
Ang Mo Kio Town Centre,Bras Basah,5
Greenwood Park,Sunset Way,1
Malcolm,Rochor Canal,1
Kangkar,Newton Circus,1
Clifford Pier,Tuas View,1
Lakeside,Ridout,1
Compassvale,Dairy Farm,1
Paya Lebar North,Cheng San,3
Telok Blangah Drive,Brickworks,1
People's Park,Xilin,1
Farrer Park,Lorong Halus North,1
Kian Teck,Telok Blangah Rise,1
Paya Lebar West,Yishun East,3
Safti,Yio Chu Kang,4
Lakeside,Anchorvale,2
Holland Road,Turf Club,1
Woodleigh,Gul Basin,2
Woodlands Regional Centre,Selegie,1
Tuas Bay,Selegie,1
Hougang East,Sembawang Straits,1
Victoria,Senoko North,2
Goodwood Park,Kampong Ubi,2
Changi Bay,Lower Seletar,2
Siglap,Plab,1
Greenwood Park,Tuas Bay,1
Kian Teck,Leonie Hill,1
Townsville,Paterson,1
North-Eastern Islands,Fernvale,2
Loyang East,Tanjong Rhu,3
Northshore,Mackenzie,1
Pandan,Farrer Court,1
Monk's Hill,Yio Chu Kang East,1
Bukit Batok East,Kampong Glam,1
Cheng San,Kampong Tiong Bahru,1
Tuas Promenade,Chin Bee,15
Sengkang Town Centre,Brickworks,2
Nassim,Clementi Woods,10
Boon Keng,Fort Canning,38
Alexandra Hill,Sentosa,37
Yio Chu Kang East,Joo Koon,4
Aljunied,Raffles Place,352
Tuas View,Tuas View,327
Yishun South,Tiong Bahru Station,11
Kovan,Pearl's Hill,69
Taman Jurong,Senoko South,32
Yew Tee,Frankel,8
Lorong Chuan,Bishan East,66
Alexandra Hill,Waterway East,13
Woodlands Regional Centre,Serangoon Central,37
Woodgrove,Senoko North,46
Waterway East,North Coast,18
Serangoon Central,Kovan,93
Holland Road,Farrer Park,15
Aljunied,Bedok North,377
Toh Guan,Peng Siang,45
Pearl's Hill,Jurong Gateway,58
Anak Bukit,Toh Guan,81
Yuhua East,Bukit Batok South,65
Clementi Central,Somerset,21
Kembangan,Hong Kah,16
Bedok Reservoir,Xilin,115
Pulau Punggol Timor,Toh Guan,3
Braddell,Hougang East,6
Upper Thomson,Aljunied,103
Yew Tee,Hong Kah North,62
Yishun East,Bukit Batok Central,20
Yio Chu Kang West,Serangoon Central,25
Upper Thomson,Raffles Place,109
Gali Batu,Jurong Gateway,28
Balestier,North Coast,113
Yew Tee,Fernvale,7
Hougang Central,Tanjong Pagar,48
Chinatown,Yishun East,12
Simei,Geylang Bahru,48
Teck Whye,International Business Park,16
Jelebu,Woodlands Regional Centre,38
Peng Siang,Singapore General Hospital,34
North Coast,Bukit Batok West,43
National University of S'pore,Telok Blangah Rise,10
Changi Airport,Woodlands Regional Centre,79
Tagore,Farrer Park,24
Rivervale,Pulau Punggol Timor,12
Pang Sua,Geylang Bahru,7
Kallang Way,Yio Chu Kang East,13
Everton Park,Central Subzone,18
Pasir Ris Central,Lorong Chuan,13
Rivervale,Paya Lebar West,23
Woodlands East,Punggol Field,24
Bugis,Tanjong Rhu,77
Sengkang Town Centre,Kampong Ubi,176
Ulu Pandan,Anak Bukit,63
Little India,Frankel,23
Yunnan,Choa Chu Kang North,32
Woodlands South,Teck Whye,13
Bukit Merah,International Business Park,16
Toa Payoh Central,Moulmein,131
Sembawang North,Trafalgar,19
Balestier,Simei,95
Victoria,Jurong Gateway,24
Sunset Way,Turf Club,1
Jurong Gateway,Serangoon Central,40
Choa Chu Kang Central,Orange Grove,21
Gombak,Yew Tee,12
Clementi North,Pandan,56
Woodlands Regional Centre,Bukit Batok Central,61
Kallang Way,Bencoolen,20
Kampong Ubi,Sembawang Straits,5
Tukang,Farrer Park,11
Clementi North,Senoko North,5
Kampong Ubi,Kampong Bugis,30
Joo Seng,Yishun South,26
City Hall,Tanjong Rhu,93
Pei Chun,Potong Pasir,24
Hougang East,Hougang Central,27
Anak Bukit,Goodwood Park,17
Midview,Sembawang Springs,19
Kian Teck,Clementi North,25
Sengkang Town Centre,Yunnan,20
Lorong Ah Soo,Woodlands Regional Centre,11
Singapore Polytechnic,Sembawang North,6
Kampong Java,Tanglin,9
Kent Ridge,Port,18
Bishan East,Northland,70
Pasir Panjang 1,Marina East,3
Khatib,Sengkang Town Centre,24
Yunnan,Kebun Bahru,2
Western Water Catchment,Holland Drive,18
Bedok Reservoir,Kembangan,51
Kampong Ubi,Seletar Aerospace Park,20
Everton Park,Mountbatten,25
Balestier,Mandai East,21
Rivervale,Gul Circle,8
Woodlands East,Singapore General Hospital,86
Waterway East,Simei,34
Boon Lay Place,Yuhua East,60
Tanglin,Chatsworth,25
Hougang West,Seletar Hills,41
Keat Hong,Maritime Square,29
Ghim Moh,Mei Chin,31
National University of S'pore,Dairy Farm,22
Farrer Park,Tagore,19
Swiss Club,Kampong Java,14
Hong Kah,Northland,21
Toa Payoh Central,Woodlands South,24
Kent Ridge,Jurong West Central,32
Braddell,Marymount,78
Little India,Fernvale,17
Marymount,Compassvale,24
Lavender,Everton Park,24
Flora Drive,Aljunied,28
Punggol Field,Peng Siang,10
Upper Thomson,Paya Lebar North,10
Yunnan,Kampong Java,12
Marymount,Liu Fang,4
Sentosa,Pang Sua,5
One North,Choa Chu Kang North,42
Tampines North,Paya Lebar East,8
Hillcrest,Tanjong Rhu,8
Macpherson,Pasir Ris Central,30
Gul Circle,Rivervale,5
Xilin,Peng Siang,12
Maritime Square,Joo Koon,10
Tanjong Pagar,Tanjong Rhu,15
International Business Park,Toa Payoh Central,7
Paterson,Moulmein,2
Newton Circus,Tampines East,34
Flora Drive,Raffles Place,27
Swiss Club,Chatsworth,22
National University of S'pore,Sengkang Town Centre,28
Bendemeer,Sembawang Hills,4
Woodgrove,Pandan,18
Central Water Catchment,Bukit Batok East,5
Bras Basah,Chinatown,25
Central Water Catchment,Brickworks,1
Tampines West,Senoko West,24
Coronation Road,Teck Whye,12
Telok Blangah Way,Benoi Sector,3
Pioneer Sector,Marymount,1
Seletar,Paya Lebar North,2
Marine Parade,Bendemeer,29
Pei Chun,Toh Guan,9
Marymount,Changi Point,4
Pasir Ris Drive,Little India,11
Aljunied,Paya Lebar North,17
Sentosa,Senja,21
Jurong Island and Bukom,Kovan,4
Airport Road,Serangoon Central,3
Plab,Hong Kah North,2
Anak Bukit,Potong Pasir,16
Bras Basah,Central Subzone,19
Bencoolen,Mei Chin,8
Gali Batu,Straits View,2
Cairnhill,Cecil,7
Shangri-La,Anak Bukit,25
Choa Chu Kang Central,Simei,24
Kallang Bahru,Woodleigh,27
Saujana,Yuhua East,15
Redhill,Tampines East,30
Siglap,Kallang Bahru,11
Pasir Ris Central,Cairnhill,8
Bidadari,Holland Drive,3
Kebun Bahru,Mei Chin,3
Townsville,Kampong Bugis,10
Clementi North,Hillcrest,12
Seletar Aerospace Park,Pang Sua,4
One North,Kebun Bahru,18
Telok Blangah Way,Mandai East,2
Telok Blangah Rise,Tanglin,3
Sengkang West,Joo Seng,4
Kembangan,Bukit Merah,11
Tyersall,Pasir Panjang 2,12
Punggol Town Centre,Kaki Bukit,15
Rochor Canal,Trafalgar,9
Jurong West Central,Kangkar,10
Macpherson,Paterson,1
Pandan,Chin Bee,11
Boon Keng,Nassim,20
Serangoon Garden,Dairy Farm,7
Anchorvale,Kranji,16
Kranji,Serangoon Garden,10
Lorong Chuan,Ang Mo Kio Town Centre,16
Pearl's Hill,Straits View,2
Punggol Town Centre,Lavender,9
Leonie Hill,Swiss Club,6
Marina South,Benoi Sector,8
Leonie Hill,Leedon Park,5
Bras Basah,Mountbatten,23
Taman Jurong,Woodlands West,12
Plab,Frankel,8
Tuas Bay,Bukit Batok Central,17
Geylang East,Istana Negara,12
Anchorvale,Kampong Java,15
Tampines West,Coronation Road,11
Clementi Woods,Kaki Bukit,10
Katong,Kallang Bahru,30
Bangkit,Clementi North,17
Clarke Quay,Tampines West,6
Tukang,Aljunied,15
Telok Blangah Way,North Coast,4
Clementi West,Gul Circle,6
Boat Quay,Singapore General Hospital,11
Lower Seletar,Marina South,4
Tanglin,Kebun Bahru,1
Choa Chu Kang North,Loyang West,6
Kallang Way,Boon Teck,18
Midview,Joo Koon,11
Tampines West,Reservoir View,7
Mandai East,Kangkar,5
International Business Park,Gul Circle,10
Hougang East,Boulevard,31
Lorong 8 Toa Payoh,Tukang,2
Kampong Bugis,Joo Koon,6
Wenya,Faber,5
Liu Fang,Hillcrest,3
Telok Blangah Rise,Kallang Way,5
Tuas North,Mandai Estate,1
Phillip,Siglap,3
Joo Koon,Dairy Farm,5
Tanglin Halt,Faber,8
Henderson Hill,Yishun East,12
Defu Industrial Park,Bayfront Subzone,6
Tanglin,Kampong Java,4
Gul Circle,Jurong Port,10
Farrer Park,Paya Lebar East,2
National University of S'pore,Leonie Hill,3
Ridout,Marina Centre,12
Ridout,Maritime Square,13
Chatsworth,Keat Hong,2
Kaki Bukit,West Coast,6
Yishun West,Jurong River,21
Liu Fang,Senoko North,6
Potong Pasir,Cecil,7
Moulmein,Katong,7
Hougang Central,Woodlands West,3
One North,Dunearn,5
Yio Chu Kang East,Sembawang Springs,8
Senoko North,Tanjong Rhu,6
Hillview,Teban Gardens,15
Pulau Punggol Timor,Potong Pasir,9
Guilin,Kampong Glam,2
Pasir Panjang 1,Tuas Bay,4
Orange Grove,Bayshore,12
Dairy Farm,Tiong Bahru Station,4
Central Water Catchment,Sembawang Springs,5
Bayfront Subzone,Alexandra Hill,14
Lower Seletar,Waterway East,10
Seletar Aerospace Park,Senja,4
Swiss Club,Kranji,5
Yishun West,Gul Basin,12
Woodgrove,Hillcrest,19
Bencoolen,Admiralty,5
Joo Seng,Mount Pleasant,7
Ang Mo Kio Town Centre,Cairnhill,5
Seletar,Raffles Place,5
Sennett,Yishun South,3
Pandan,Bugis,7
Keat Hong,Alexandra North,2
Tuas North,Bedok North,18
Liu Fang,Pandan,7
Marina South,Mandai East,1
Benoi Sector,Geylang Bahru,7
Boon Keng,Serangoon North,4
Plab,Fernvale,8
Compassvale,Clementi North,3
Changi West,Margaret Drive,4
Maritime Square,Bukit Batok East,14
Balestier,Benoi Sector,8
Leonie Hill,Yunnan,2
Pasir Ris Central,Shipyard,2
Hougang Central,Senoko South,6
Hougang West,Boat Quay,11
Gombak,Kovan,3
Mei Chin,Bayfront Subzone,4
Nature Reserve,Tiong Bahru Station,4
Northshore,Sembawang East,1
Kent Ridge,Townsville,2
Holland Drive,Tuas View,4
Tanglin,Choa Chu Kang North,2
Kampong Tiong Bahru,Tanjong Pagar,6
Saujana,People's Park,1
Yunnan,Dunearn,2
Simei,Sengkang West,6
Khatib,Dairy Farm,2
Khatib,Telok Blangah Rise,2
Sembawang Springs,Marina Centre,7
Kim Keat,Seletar Hills,2
Phillip,City Terminals,4
Hougang East,Kampong Tiong Bahru,1
Taman Jurong,Monk's Hill,2
Depot Road,Tanjong Rhu,6
Tanglin,Dunearn,6
Faber,Rivervale,2
Bukit Batok East,Malcolm,3
Marine Parade,Marina East (MP),10
Sengkang Town Centre,Swiss Club,9
Mandai Estate,Sembawang North,2
Changi West,Kampong Bugis,3
Farrer Court,Benoi Sector,4
Changi West,Sembawang Straits,1
Changi West,Seletar Aerospace Park,5
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,4
Redhill,Flora Drive,3
Tuas Promenade,Bugis,1
Seletar,Bedok North,8
Malcolm,Defu Industrial Park,1
Faber,Jurong Port,2
Tanglin,Kranji,2
Lorong Halus,Clarke Quay,3
Yishun East,Lorong Halus North,1
Little India,Hong Kah North,6
International Business Park,Paya Lebar West,1
Anchorvale,Chatsworth,3
Khatib,Leonie Hill,3
Toh Tuck,Compassvale,9
Cecil,China Square,1
Northshore,Bedok South,1
Crawford,Northshore,1
Tuas North,Rochor Canal,3
Sentosa,Sennett,6
Waterway East,Orange Grove,3
Jelebu,Sembawang Hills,2
Braddell,Queensway,1
Leedon Park,Clifford Pier,1
Bayfront Subzone,Upper Paya Lebar,9
Sembawang Springs,Maritime Square,5
Maritime Square,Sembawang Springs,4
Senja,Kampong Bugis,3
Geylang Bahru,Mei Chin,5
Victoria,Yio Chu Kang North,4
Bukit Ho Swee,Gul Circle,2
Oxley,Serangoon Central,5
Flora Drive,Paya Lebar North,3
Pasir Ris Wafer Fab Park,Tanglin,1
Toh Tuck,Changi Point,1
Boon Lay Place,People's Park,1
Tengeh,Chinatown,6
Mandai West,Townsville,1
Midview,Bukit Batok East,1
Coronation Road,Peng Siang,4
Telok Blangah Way,Simei,5
Istana Negara,Bugis,3
Oxley,Bukit Batok Central,2
Changi Bay,Siglap,1
Ang Mo Kio Town Centre,Coronation Road,3
Kaki Bukit,Mount Emily,6
Teban Gardens,Kim Keat,1
Samulun,Mountbatten,1
Leedon Park,Kangkar,2
Benoi Sector,Sengkang West,1
Faber,Changi Bay,1
Newton Circus,Flora Drive,1
Sembawang Hills,Jelebu,1
Yio Chu Kang East,Bukit Batok East,4
Shipyard,Greenwood Park,1
Lim Chu Kang,Yio Chu Kang North,1
Sembawang Hills,Pasir Ris Drive,1
West Coast,Lavender,3
Holland Drive,Sembawang North,2
Dhoby Ghaut,Marina East,1
Pioneer Sector,Queensway,2
Orange Grove,East Coast,1
Lakeside,Katong,1
Plab,Bukit Batok South,1
Paya Lebar North,Tuas View,1
City Terminals,Kim Keat,2
Pang Sua,Sengkang West,1
Pasir Ris Park,Tengah,1
Saujana,Plab,2
Nee Soon,Turf Club,1
Geylang Bahru,Admiralty,1
One Tree Hill,Oxley,3
Kebun Bahru,Admiralty,2
Mei Chin,Mandai West,1
Reservoir View,Lorong Halus,1
Kim Keat,Boat Quay,1
Clifford Pier,One North,1
Tuas Bay,Serangoon Central,1
West Coast,Lorong Ah Soo,1
Sembawang East,Pasir Panjang 2,1
Alexandra North,Mei Chin,1
Tampines East,Kallang Way,126
Lavender,Kembangan,91
Holland Drive,One North,93
Fort Canning,Shangri-La,15
Tengah,Toh Tuck,8
Somerset,Jurong Gateway,43
Ridout,Tuas Promenade,3
Serangoon Central,Rivervale,185
Pearl's Hill,Telok Blangah Drive,27
Geylang East,Yishun East,60
Bencoolen,Anak Bukit,41
Kampong Ubi,Woodgrove,124
Pang Sua,Taman Jurong,15
Ghim Moh,Anak Bukit,19
Balestier,Ang Mo Kio Town Centre,99
Raffles Place,Sembawang Springs,16
Tampines West,Yishun West,57
Woodlands East,Pasir Panjang 1,31
Bendemeer,Macpherson,126
Kangkar,Paya Lebar West,12
Boon Keng,Tampines East,44
Gul Basin,Western Water Catchment,29
Benoi Sector,Taman Jurong,88
Pearl's Hill,Bukit Ho Swee,59
Western Water Catchment,Kallang Way,26
Kaki Bukit,Northland,49
Lorong Ah Soo,Punggol Field,81
Chatsworth,Peng Siang,3
Hillview,Ghim Moh,23
Senja,Boulevard,24
Changi Airport,Singapore General Hospital,36
Lorong Ah Soo,Singapore General Hospital,29
Bukit Batok South,Ulu Pandan,9
Bukit Merah,Lavender,20
Moulmein,Balestier,174
Lorong 8 Toa Payoh,Kallang Way,33
Balestier,Woodlands East,221
Yishun East,Tagore,27
Keat Hong,Tuas Promenade,19
Pearl's Hill,Fajar,16
Katong,Frankel,180
Rivervale,Sengkang Town Centre,66
Nature Reserve,Anak Bukit,127
Joo Seng,Tanjong Rhu,45
Tanjong Rhu,Bras Basah,20
Woodgrove,Woodlands Regional Centre,147
Toa Payoh Central,Jelebu,39
Changi Airport,Punggol Field,146
Reservoir View,Mount Pleasant,1
Fort Canning,Hillview,15
Tuas Promenade,Samulun,54
Woodlands West,West Coast,4
National University of S'pore,Clementi North,130
Nee Soon,Farrer Park,11
Kampong Ubi,Boulevard,99
Siglap,Frankel,57
Mei Chin,Woodlands West,4
Pearl's Hill,Clementi West,23
Moulmein,Central Water Catchment,32
Clifford Pier,Bedok Reservoir,4
Bras Basah,Yio Chu Kang,3
Tyersall,Orange Grove,27
Victoria,Singapore General Hospital,33
Boulevard,Everton Park,28
Fort Canning,Telok Blangah Drive,26
Pasir Ris Central,Changi Airport,197
Northland,Choa Chu Kang Central,33
Farrer Court,Bishan East,5
Townsville,Boulevard,72
Balestier,Pei Chun,68
Singapore General Hospital,Bayshore,16
Serangoon Garden,Clementi North,14
Yishun South,Gul Circle,7
Moulmein,Margaret Drive,12
Pasir Ris West,Kampong Ubi,60
Trafalgar,Townsville,38
Bukit Batok East,Kian Teck,10
Northland,Kebun Bahru,29
Peng Siang,Pasir Panjang 1,12
Lower Seletar,Somerset,21
Marina South,Woodlands East,12
Bras Basah,Toa Payoh West,8
Hougang West,Kangkar,125
Jurong Island and Bukom,Jurong Port,66
Telok Blangah Drive,Bayfront Subzone,25
